participant,trialnumber,blocknumber,condition,eventtype,RDKnumber,eventcolor,eventfrequency,eventnumber,response,RT,colorlum
20,806,18,5,target,1,redish,29,2,hit,626.536305745442,offset_to_bckgrd
20,813,19,2,target,2,green,26,1,hit,564.016914367676,offset_to_bckgrd
20,813,19,2,target,2,green,26,2,hit,568.719593683879,offset_to_bckgrd
20,819,19,3,target,1,redish,29,1,hit,629.027573267619,offset_to_bckgrd
20,820,19,5,distractor,2,green,26,1,FA_proper,644.343630472819,offset_to_bckgrd
20,820,19,5,target,1,redish,29,2,hit,505.056269963583,offset_to_bckgrd
20,822,19,3,target,1,redish,29,1,hit,730.448277791341,offset_to_bckgrd
20,825,19,1,target,1,redish,29,1,hit,562.176672617595,offset_to_bckgrd
20,825,19,1,target,1,redish,29,2,hit,513.978274663289,offset_to_bckgrd
20,826,19,3,distractor,2,green,26,1,CR,NaN,offset_to_bckgrd
20,826,19,3,distractor,2,green,26,2,CR,NaN,offset_to_bckgrd
20,833,19,3,target,1,redish,29,1,hit,565.616448720296,offset_to_bckgrd
20,834,19,6,distractor,1,redish,29,1,CR,NaN,offset_to_bckgrd
20,837,19,1,distractor,2,green,26,1,CR,NaN,offset_to_bckgrd
20,843,19,2,distractor,1,redish,29,1,CR,NaN,offset_to_bckgrd
20,843,19,2,distractor,1,redish,29,2,CR,NaN,offset_to_bckgrd
20,851,19,3,distractor,2,green,26,1,CR,NaN,offset_to_bckgrd
20,853,19,5,distractor,2,green,26,1,CR,NaN,offset_to_bckgrd
20,853,19,5,target,1,redish,29,2,miss,NaN,offset_to_bckgrd
20,854,19,6,distractor,1,redish,29,1,FA_proper,528.943649927775,offset_to_bckgrd
20,855,19,4,distractor,1,redish,29,1,CR,NaN,offset_to_bckgrd
20,855,19,4,distractor,1,redish,29,2,CR,NaN,offset_to_bckgrd
20,858,20,5,distractor,2,green,26,1,FA_proper,636.663007736206,offset_to_bckgrd
20,861,20,2,target,2,green,26,1,hit,636.688454945882,offset_to_bckgrd
20,861,20,2,distractor,1,redish,29,2,CR,NaN,offset_to_bckgrd
20,862,20,4,distractor,1,redish,29,1,CR,NaN,offset_to_bckgrd
20,863,20,5,target,1,redish,29,1,hit,475.186379750569,offset_to_bckgrd
20,863,20,5,target,1,redish,29,2,hit,518.591753641764,offset_to_bckgrd
20,865,20,4,target,2,green,26,1,hit,608.296060562134,offset_to_bckgrd
20,871,20,1,target,1,redish,29,1,hit,522.693840662639,offset_to_bckgrd
20,872,20,1,distractor,2,green,26,1,CR,NaN,offset_to_bckgrd
20,874,20,6,target,2,green,26,1,hit,517.482725779216,offset_to_bckgrd
20,875,20,6,target,2,green,26,1,hit,604.906892776489,offset_to_bckgrd
20,875,20,6,target,2,green,26,2,hit,548.135900497437,offset_to_bckgrd
20,876,20,4,distractor,1,redish,29,1,CR,NaN,offset_to_bckgrd
20,876,20,4,distractor,1,redish,29,2,FA_proper,573.141050338745,offset_to_bckgrd
20,878,20,2,distractor,1,redish,29,1,CR,NaN,offset_to_bckgrd
20,878,20,2,target,2,green,26,2,hit,438.153203328451,offset_to_bckgrd
20,880,20,3,target,1,redish,29,1,hit,594.772783915202,offset_to_bckgrd
20,881,20,3,distractor,2,green,26,1,CR,NaN,offset_to_bckgrd
20,882,20,3,distractor,2,green,26,1,CR,NaN,offset_to_bckgrd
20,882,20,3,target,1,redish,29,2,hit,555.888350804647,offset_to_bckgrd
20,885,20,1,target,1,redish,29,1,hit,618.854316075643,offset_to_bckgrd
20,885,20,1,target,1,redish,29,2,hit,550.765991210938,offset_to_bckgrd
20,886,20,1,target,1,redish,29,1,hit,583.30324490865,offset_to_bckgrd
20,887,20,1,distractor,2,green,26,1,CR,NaN,offset_to_bckgrd
20,887,20,1,target,1,redish,29,2,hit,567.290655771891,offset_to_bckgrd
20,888,20,2,target,2,green,26,1,hit,671.325922012329,offset_to_bckgrd
20,891,20,4,target,2,green,26,1,hit,949.448013305664,offset_to_bckgrd
20,891,20,4,distractor,1,redish,29,2,CR,NaN,offset_to_bckgrd
20,893,20,6,target,2,green,26,1,hit,649.129501978556,offset_to_bckgrd
20,895,20,6,target,2,green,26,1,hit,502.30434735616,offset_to_bckgrd
20,895,20,6,distractor,1,redish,29,2,CR,NaN,offset_to_bckgrd
20,900,20,5,target,1,redish,29,1,hit,625.389003753662,offset_to_bckgrd
21,1,1,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,1,1,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,2,1,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,2,1,2,target,2,redish,29,2,hit,833.342758814494,offset_to_bckgrd
21,4,1,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,4,1,4,target,2,redish,29,2,hit,575.248225529989,offset_to_bckgrd
21,6,1,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,6,1,4,distractor,1,blue,26,2,FA_proper,651.458438237508,offset_to_bckgrd
21,7,1,2,target,2,redish,29,1,hit,690.505345662435,offset_to_bckgrd
21,11,1,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,12,1,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,12,1,5,target,1,blue,26,2,hit,710.93897819519,offset_to_bckgrd
21,13,1,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,13,1,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,14,1,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,14,1,3,target,1,blue,26,2,hit,593.5791015625,offset_to_bckgrd
21,17,1,1,target,1,blue,26,1,hit,496.718708674113,offset_to_bckgrd
21,17,1,1,target,1,blue,26,2,hit,488.574393590291,offset_to_bckgrd
21,19,1,6,target,2,redish,29,1,hit,493.352937698364,offset_to_bckgrd
21,23,1,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,23,1,4,target,2,redish,29,2,hit,551.61558787028,offset_to_bckgrd
21,25,1,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,25,1,3,target,1,blue,26,2,hit,471.561193466187,offset_to_bckgrd
21,27,1,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,27,1,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,31,1,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,36,1,4,target,2,redish,29,1,hit,573.915179570516,offset_to_bckgrd
21,40,1,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,41,1,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,41,1,4,target,2,redish,29,2,hit,667.480580012003,offset_to_bckgrd
21,43,1,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,47,2,6,target,2,redish,29,1,hit,556.17667833964,offset_to_bckgrd
21,54,2,1,target,1,blue,26,1,hit,518.086322148641,offset_to_bckgrd
21,56,2,6,target,2,redish,29,1,hit,567.372846603393,offset_to_bckgrd
21,56,2,6,target,2,redish,29,2,hit,463.009516398112,offset_to_bckgrd
21,57,2,2,target,2,redish,29,1,hit,521.46159807841,offset_to_bckgrd
21,57,2,2,target,2,redish,29,2,hit,543.669478098551,offset_to_bckgrd
21,59,2,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,61,2,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,62,2,2,target,2,redish,29,1,hit,684.162267049154,offset_to_bckgrd
21,66,2,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,66,2,4,distractor,1,blue,26,2,FA_proper,733.614015579224,offset_to_bckgrd
21,68,2,5,distractor,2,redish,29,1,FA_proper,857.337856292725,offset_to_bckgrd
21,68,2,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,69,2,5,target,1,blue,26,1,hit,676.011308034261,offset_to_bckgrd
21,69,2,5,target,1,blue,26,2,hit,574.399630228679,offset_to_bckgrd
21,74,2,6,target,2,redish,29,1,hit,543.282524744669,offset_to_bckgrd
21,75,2,6,target,2,redish,29,1,hit,626.937691370646,offset_to_bckgrd
21,75,2,6,target,2,redish,29,2,hit,499.298048019409,offset_to_bckgrd
21,78,2,3,distractor,2,redish,29,1,FA_proper,542.605702082316,offset_to_bckgrd
21,78,2,3,distractor,2,redish,29,2,FA_proper,560.928106307983,offset_to_bckgrd
21,88,2,1,target,1,blue,26,1,hit,615.486001968384,offset_to_bckgrd
21,88,2,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,91,3,2,target,2,redish,29,1,hit,606.54411315918,offset_to_bckgrd
21,93,3,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,98,3,3,target,1,blue,26,1,hit,677.182006835938,offset_to_bckgrd
21,98,3,3,target,1,blue,26,2,hit,700.041500727336,offset_to_bckgrd
21,99,3,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,100,3,5,target,1,blue,26,1,hit,634.683767954508,offset_to_bckgrd
21,103,3,5,target,1,blue,26,1,hit,664.017279942831,offset_to_bckgrd
21,106,3,1,distractor,2,redish,29,1,FA_proper,878.465525309245,offset_to_bckgrd
21,106,3,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,109,3,3,target,1,blue,26,1,hit,572.214476267497,offset_to_bckgrd
21,109,3,3,target,1,blue,26,2,hit,570.857318242391,offset_to_bckgrd
21,110,3,4,target,2,redish,29,1,hit,600.837262471517,offset_to_bckgrd
21,110,3,4,target,2,redish,29,2,hit,593.152681986491,offset_to_bckgrd
21,113,3,6,distractor,1,blue,26,1,FA_proper,626.318518320719,offset_to_bckgrd
21,113,3,6,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,114,3,4,distractor,1,blue,26,1,FA_proper,804.515568415324,offset_to_bckgrd
21,114,3,4,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,116,3,5,target,1,blue,26,1,hit,557.917928695679,offset_to_bckgrd
21,116,3,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,121,3,4,target,2,redish,29,1,hit,618.981663386027,offset_to_bckgrd
21,122,3,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,122,3,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,123,3,4,target,2,redish,29,1,hit,490.739011764526,offset_to_bckgrd
21,125,3,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,126,3,3,target,1,blue,26,1,hit,547.121826807658,offset_to_bckgrd
21,128,3,1,target,1,blue,26,1,hit,624.706570307414,offset_to_bckgrd
21,132,3,6,target,2,redish,29,1,hit,531.098985671997,offset_to_bckgrd
21,133,3,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,134,3,6,target,2,redish,29,1,hit,520.920085906982,offset_to_bckgrd
21,134,3,6,target,2,redish,29,2,hit,547.927856445312,offset_to_bckgrd
21,148,4,2,target,2,redish,29,1,hit,667.492914199829,offset_to_bckgrd
21,149,4,3,distractor,2,redish,29,1,FA_proper,842.83135732015,offset_to_bckgrd
21,149,4,3,target,1,blue,26,2,hit,901.055367787679,offset_to_bckgrd
21,154,4,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,154,4,4,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,158,4,6,target,2,redish,29,1,hit,714.593474070231,offset_to_bckgrd
21,158,4,6,target,2,redish,29,2,miss,NaN,offset_to_bckgrd
21,161,4,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,161,4,6,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,168,4,3,target,1,blue,26,1,hit,571.590360005697,offset_to_bckgrd
21,169,4,4,target,2,redish,29,1,hit,634.038066864013,offset_to_bckgrd
21,170,4,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,170,4,6,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,174,4,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,174,4,3,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,175,4,1,target,1,blue,26,1,hit,596.312681833903,offset_to_bckgrd
21,175,4,1,target,1,blue,26,2,hit,595.491615931193,offset_to_bckgrd
21,176,4,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,176,4,6,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,178,4,1,target,1,blue,26,1,hit,631.351089477539,offset_to_bckgrd
21,178,4,1,target,1,blue,26,2,hit,519.023815790812,offset_to_bckgrd
21,184,5,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,184,5,1,target,1,blue,26,2,hit,602.634000778198,offset_to_bckgrd
21,185,5,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,185,5,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,187,5,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,189,5,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,190,5,1,target,1,blue,26,1,hit,590.435345967611,offset_to_bckgrd
21,190,5,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,191,5,5,target,1,blue,26,1,hit,623.302300771077,offset_to_bckgrd
21,191,5,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,193,5,2,target,2,redish,29,1,hit,633.347988128662,offset_to_bckgrd
21,196,5,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,197,5,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,204,5,1,target,1,blue,26,1,hit,591.37929280599,offset_to_bckgrd
21,210,5,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,210,5,5,distractor,2,redish,29,2,FA_proper,269.354470570883,offset_to_bckgrd
21,214,5,5,target,1,blue,26,1,hit,461.009343465169,offset_to_bckgrd
21,214,5,5,target,1,blue,26,2,hit,595.511547724406,offset_to_bckgrd
21,218,5,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,218,5,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,219,5,2,target,2,redish,29,1,hit,609.622049331665,offset_to_bckgrd
21,219,5,2,target,2,redish,29,2,hit,648.041327794393,offset_to_bckgrd
21,223,5,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,225,5,5,target,1,blue,26,1,hit,747.881539662679,offset_to_bckgrd
21,227,6,5,target,1,blue,26,1,hit,541.756010055542,offset_to_bckgrd
21,228,6,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,228,6,5,target,1,blue,26,2,hit,498.078648249308,offset_to_bckgrd
21,234,6,1,target,1,blue,26,1,hit,845.187854766846,offset_to_bckgrd
21,235,6,2,target,2,redish,29,1,hit,558.266433080037,offset_to_bckgrd
21,235,6,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,237,6,1,target,1,blue,26,1,hit,507.63570467631,offset_to_bckgrd
21,237,6,1,target,1,blue,26,2,hit,531.328423817953,offset_to_bckgrd
21,240,6,4,distractor,1,blue,26,1,FA_proper,583.658663431804,offset_to_bckgrd
21,242,6,2,target,2,redish,29,1,hit,487.124061584473,offset_to_bckgrd
21,243,6,5,target,1,blue,26,1,hit,509.106190999349,offset_to_bckgrd
21,245,6,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,245,6,5,target,1,blue,26,2,hit,618.402417500814,offset_to_bckgrd
21,247,6,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,252,6,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,252,6,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,254,6,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,256,6,2,target,2,redish,29,1,hit,441.64891242981,offset_to_bckgrd
21,257,6,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,259,6,5,target,1,blue,26,1,hit,534.92857615153,offset_to_bckgrd
21,259,6,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,260,6,1,target,1,blue,26,1,hit,609.793631235759,offset_to_bckgrd
21,262,6,6,target,2,redish,29,1,hit,532.559744517008,offset_to_bckgrd
21,262,6,6,target,2,redish,29,2,hit,427.272351582845,offset_to_bckgrd
21,268,6,6,target,2,redish,29,1,hit,529.353268941244,offset_to_bckgrd
21,268,6,6,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,275,7,1,target,1,blue,26,1,hit,507.410319646199,offset_to_bckgrd
21,275,7,1,distractor,2,redish,29,2,FA_proper,538.978958129883,offset_to_bckgrd
21,276,7,6,target,2,redish,29,1,hit,581.039047241211,offset_to_bckgrd
21,276,7,6,target,2,redish,29,2,hit,536.635335286458,offset_to_bckgrd
21,283,7,5,target,1,blue,26,1,hit,568.934694925944,offset_to_bckgrd
21,283,7,5,distractor,2,redish,29,2,FA_proper,541.511058807373,offset_to_bckgrd
21,287,7,1,target,1,blue,26,1,hit,663.870318730672,offset_to_bckgrd
21,288,7,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,290,7,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,292,7,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,293,7,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,296,7,2,target,2,redish,29,1,hit,698.733043670654,offset_to_bckgrd
21,303,7,2,target,2,redish,29,1,hit,632.408094406128,offset_to_bckgrd
21,303,7,2,target,2,redish,29,2,hit,599.519379933675,offset_to_bckgrd
21,306,7,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,314,7,4,target,2,redish,29,1,hit,535.231971740723,offset_to_bckgrd
21,314,7,4,distractor,1,blue,26,2,FA_proper,784.365940093994,offset_to_bckgrd
21,318,8,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,318,8,4,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,324,8,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,327,8,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,327,8,2,target,2,redish,29,2,hit,631.517251332601,offset_to_bckgrd
21,328,8,3,target,1,blue,26,1,hit,581.153647104899,offset_to_bckgrd
21,328,8,3,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,329,8,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,333,8,3,target,1,blue,26,1,hit,590.855932235718,offset_to_bckgrd
21,333,8,3,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,336,8,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,336,8,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,345,8,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,348,8,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,350,8,4,target,2,redish,29,1,hit,569.887113571167,offset_to_bckgrd
21,350,8,4,target,2,redish,29,2,hit,478.943061828613,offset_to_bckgrd
21,351,8,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,353,8,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,353,8,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,354,8,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,357,8,6,target,2,redish,29,1,hit,548.592805862427,offset_to_bckgrd
21,360,8,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,360,8,6,target,2,redish,29,2,hit,658.346939086914,offset_to_bckgrd
21,368,9,5,target,1,blue,26,1,hit,581.31545384725,offset_to_bckgrd
21,368,9,5,target,1,blue,26,2,hit,576.995038986207,offset_to_bckgrd
21,372,9,2,target,2,redish,29,1,hit,517.316055297852,offset_to_bckgrd
21,372,9,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,375,9,2,target,2,redish,29,1,hit,568.617645899455,offset_to_bckgrd
21,375,9,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,378,9,3,target,1,blue,26,1,hit,656.551074981689,offset_to_bckgrd
21,388,9,6,target,2,redish,29,1,hit,526.961183547974,offset_to_bckgrd
21,392,9,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,392,9,3,target,1,blue,26,2,hit,617.46433575948,offset_to_bckgrd
21,393,9,5,target,1,blue,26,1,hit,573.065630594889,offset_to_bckgrd
21,393,9,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,398,9,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,401,9,3,target,1,blue,26,1,hit,553.580729166667,offset_to_bckgrd
21,401,9,3,target,1,blue,26,2,hit,632.53976504008,offset_to_bckgrd
21,404,9,4,target,2,redish,29,1,hit,559.163856506348,offset_to_bckgrd
21,404,9,4,target,2,redish,29,2,hit,585.99149386088,offset_to_bckgrd
21,405,9,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,417,10,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,420,10,4,target,2,redish,29,1,hit,720.449558893839,offset_to_bckgrd
21,423,10,6,target,2,redish,29,1,hit,581.436840693156,offset_to_bckgrd
21,426,10,4,target,2,redish,29,1,hit,483.388805389404,offset_to_bckgrd
21,426,10,4,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,430,10,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,431,10,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,445,10,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,445,10,1,target,1,blue,26,2,hit,704.676230748494,offset_to_bckgrd
21,446,10,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,446,10,4,target,2,redish,29,2,hit,547.758420308431,offset_to_bckgrd
21,451,11,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,453,11,6,target,2,redish,29,1,hit,576.35661760966,offset_to_bckgrd
21,453,11,6,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,455,11,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,455,11,3,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,458,11,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,458,11,2,target,2,redish,29,2,hit,590.322383244833,offset_to_bckgrd
21,461,11,1,target,1,blue,26,1,hit,794.98036702474,offset_to_bckgrd
21,464,11,1,target,1,blue,26,1,hit,600.704002380371,offset_to_bckgrd
21,467,11,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,467,11,4,target,2,redish,29,2,miss,NaN,offset_to_bckgrd
21,477,11,2,target,2,redish,29,1,hit,568.617471059164,offset_to_bckgrd
21,477,11,2,target,2,redish,29,2,hit,479.507970809937,offset_to_bckgrd
21,480,11,1,target,1,blue,26,1,hit,562.03088760376,offset_to_bckgrd
21,480,11,1,target,1,blue,26,2,hit,531.666771570841,offset_to_bckgrd
21,487,11,1,target,1,blue,26,1,hit,579.208771387736,offset_to_bckgrd
21,488,11,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,488,11,1,target,1,blue,26,2,hit,568.067026138306,offset_to_bckgrd
21,490,11,2,target,2,redish,29,1,hit,530.575307210286,offset_to_bckgrd
21,490,11,2,target,2,redish,29,2,hit,583.3899974823,offset_to_bckgrd
21,491,11,5,target,1,blue,26,1,hit,590.063587824503,offset_to_bckgrd
21,493,11,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,495,11,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,495,11,3,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,496,12,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,496,12,6,target,2,redish,29,2,hit,653.971370061239,offset_to_bckgrd
21,499,12,3,target,1,blue,26,1,hit,654.579925537109,offset_to_bckgrd
21,499,12,3,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,500,12,4,target,2,redish,29,1,hit,532.955567042033,offset_to_bckgrd
21,500,12,4,target,2,redish,29,2,hit,603.206872940063,offset_to_bckgrd
21,502,12,6,target,2,redish,29,1,hit,593.295955657959,offset_to_bckgrd
21,505,12,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,505,12,2,target,2,redish,29,2,hit,531.68428738912,offset_to_bckgrd
21,506,12,2,target,2,redish,29,1,hit,492.326243718465,offset_to_bckgrd
21,506,12,2,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,507,12,4,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,508,12,3,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,508,12,3,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,509,12,4,target,2,redish,29,1,hit,615.840005874634,offset_to_bckgrd
21,510,12,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,511,12,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,512,12,1,target,1,blue,26,1,hit,587.457942962646,offset_to_bckgrd
21,512,12,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,518,12,1,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,518,12,1,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,519,12,6,target,2,redish,29,1,hit,637.128289540609,offset_to_bckgrd
21,521,12,2,target,2,redish,29,1,hit,639.293146133423,offset_to_bckgrd
21,522,12,3,target,1,blue,26,1,hit,585.426123936971,offset_to_bckgrd
21,522,12,3,target,1,blue,26,2,hit,575.097481409709,offset_to_bckgrd
21,528,12,6,target,2,redish,29,1,hit,595.758231480916,offset_to_bckgrd
21,533,12,4,target,2,redish,29,1,hit,507.537810007731,offset_to_bckgrd
21,533,12,4,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,535,12,5,target,1,blue,26,1,hit,499.350659052531,offset_to_bckgrd
21,535,12,5,distractor,2,redish,29,2,CR,NaN,offset_to_bckgrd
21,542,13,2,target,2,redish,29,1,hit,529.490582148234,offset_to_bckgrd
21,544,13,3,target,1,blue,26,1,hit,475.749333699544,offset_to_bckgrd
21,544,13,3,target,1,blue,26,2,hit,486.388111114502,offset_to_bckgrd
21,546,13,5,distractor,2,redish,29,1,CR,NaN,offset_to_bckgrd
21,547,13,4,target,2,redish,29,1,hit,572.259823481242,offset_to_bckgrd
21,547,13,4,target,2,redish,29,2,hit,578.273836771647,offset_to_bckgrd
21,548,13,3,target,1,blue,26,1,hit,619.56459681193,offset_to_bckgrd
21,552,13,4,target,2,redish,29,1,hit,464.095560709636,offset_to_bckgrd
21,557,13,5,target,1,blue,26,1,hit,557.169469197591,offset_to_bckgrd
21,559,13,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,559,13,6,target,2,redish,29,2,hit,535.582240422567,offset_to_bckgrd
21,571,13,4,target,2,redish,29,1,hit,595.615688959757,offset_to_bckgrd
21,572,13,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,572,13,6,distractor,1,blue,26,2,CR,NaN,offset_to_bckgrd
21,573,13,4,target,2,redish,29,1,hit,634.137010574341,offset_to_bckgrd
21,574,13,6,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,575,13,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,581,13,2,distractor,1,blue,26,1,CR,NaN,offset_to_bckgrd
21,582,13,1,distractor,2,redish,29,1,FA_proper,778.318436940511,offset_to_bckgrd
