participant,trialnumber,blocknumber,condition,eventtype,RDKnumber,eventcolor,eventfrequency,eventnumber,response,RT,colorlum
1,1,1,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,4,1,2,distractor,1,green,29,1,FA_proper,480.324840545654,offset_to_bckgrd
1,5,1,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,7,1,5,target,1,green,29,1,hit,691.068442662557,offset_to_bckgrd
1,7,1,5,target,1,green,29,2,hit,498.630730311076,offset_to_bckgrd
1,10,1,3,target,1,green,29,1,hit,476.734749476115,offset_to_bckgrd
1,10,1,3,target,1,green,29,2,hit,597.076177597046,offset_to_bckgrd
1,11,1,2,distractor,1,green,29,1,FA_proper,433.077319463094,offset_to_bckgrd
1,11,1,2,target,2,blue,26,2,hit,479.985316594441,offset_to_bckgrd
1,15,1,4,target,2,blue,26,1,hit,401.867008209229,offset_to_bckgrd
1,15,1,4,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,31,1,4,distractor,1,green,29,1,FA_proper,463.471714655558,offset_to_bckgrd
1,31,1,4,target,2,blue,26,2,hit,503.143072128296,offset_to_bckgrd
1,38,1,3,target,1,green,29,1,hit,358.526945114136,offset_to_bckgrd
1,38,1,3,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,39,1,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,40,1,4,distractor,1,green,29,1,FA_proper,416.284942626953,offset_to_bckgrd
1,40,1,4,target,2,blue,26,2,hit,566.797192891439,offset_to_bckgrd
1,45,1,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,45,1,6,distractor,1,green,29,2,FA_proper,696.949640909831,offset_to_bckgrd
1,50,2,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,53,2,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,55,2,3,target,1,green,29,1,hit,640.602334340414,offset_to_bckgrd
1,55,2,3,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,56,2,5,target,1,green,29,1,hit,476.217301686605,offset_to_bckgrd
1,66,2,2,target,2,blue,26,1,hit,488.88274828593,offset_to_bckgrd
1,66,2,2,target,2,blue,26,2,hit,543.922678629557,offset_to_bckgrd
1,70,2,1,distractor,2,blue,26,1,FA_proper,482.762368520101,offset_to_bckgrd
1,70,2,1,distractor,2,blue,26,2,FA_proper,511.127360661825,offset_to_bckgrd
1,71,2,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,72,2,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,77,2,1,target,1,green,29,1,miss,NaN,offset_to_bckgrd
1,87,2,5,target,1,green,29,1,hit,415.000057220459,offset_to_bckgrd
1,87,2,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,93,3,2,target,2,blue,26,1,hit,659.554274876912,offset_to_bckgrd
1,94,3,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,94,3,1,target,1,green,29,2,hit,518.398952484131,offset_to_bckgrd
1,96,3,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,99,3,2,target,2,blue,26,1,hit,410.651556650797,offset_to_bckgrd
1,99,3,2,distractor,1,green,29,2,FA_proper,468.502362569173,offset_to_bckgrd
1,100,3,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,101,3,4,distractor,1,green,29,1,FA_proper,432.384872436523,offset_to_bckgrd
1,103,3,3,target,1,green,29,1,hit,576.284519831339,offset_to_bckgrd
1,103,3,3,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,104,3,1,distractor,2,blue,26,1,FA_proper,573.747746149699,offset_to_bckgrd
1,104,3,1,target,1,green,29,2,hit,565.595372517904,offset_to_bckgrd
1,105,3,2,target,2,blue,26,1,hit,421.326112747193,offset_to_bckgrd
1,111,3,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,111,3,3,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,117,3,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,119,3,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,119,3,6,target,2,blue,26,2,hit,425.469700495402,offset_to_bckgrd
1,120,3,1,target,1,green,29,1,hit,572.628752390543,offset_to_bckgrd
1,120,3,1,target,1,green,29,2,hit,499.950710932414,offset_to_bckgrd
1,121,3,1,target,1,green,29,1,hit,473.515669504802,offset_to_bckgrd
1,124,3,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,124,3,1,target,1,green,29,2,hit,497.767114639283,offset_to_bckgrd
1,127,3,5,target,1,green,29,1,hit,464.857053756714,offset_to_bckgrd
1,127,3,5,target,1,green,29,2,hit,455.857038497925,offset_to_bckgrd
1,129,3,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,141,4,4,target,2,blue,26,1,hit,521.463886896769,offset_to_bckgrd
1,141,4,4,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,143,4,1,target,1,green,29,1,hit,449.243704477946,offset_to_bckgrd
1,143,4,1,target,1,green,29,2,hit,391.614151000977,offset_to_bckgrd
1,144,4,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,144,4,3,target,1,green,29,2,hit,478.023497263591,offset_to_bckgrd
1,145,4,6,target,2,blue,26,1,hit,604.333337148031,offset_to_bckgrd
1,146,4,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,147,4,4,target,2,blue,26,1,hit,742.811648050944,offset_to_bckgrd
1,149,4,1,target,1,green,29,1,hit,451.911290486654,offset_to_bckgrd
1,149,4,1,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,156,4,5,target,1,green,29,1,hit,416.784048080444,offset_to_bckgrd
1,156,4,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,158,4,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,161,4,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,161,4,4,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,163,4,3,distractor,2,blue,26,1,FA_proper,627.675151824951,offset_to_bckgrd
1,163,4,3,target,1,green,29,2,hit,493.658924102783,offset_to_bckgrd
1,164,4,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,167,4,6,distractor,1,green,29,1,FA_proper,540.877469380697,offset_to_bckgrd
1,168,4,3,target,1,green,29,1,hit,506.270249684651,offset_to_bckgrd
1,173,4,2,target,2,blue,26,1,hit,545.051685969035,offset_to_bckgrd
1,175,4,6,target,2,blue,26,1,hit,437.616284688314,offset_to_bckgrd
1,179,4,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,183,5,2,distractor,1,green,29,1,FA_proper,460.574690500895,offset_to_bckgrd
1,184,5,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,186,5,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,188,5,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,188,5,5,target,1,green,29,2,hit,468.732563654582,offset_to_bckgrd
1,194,5,4,target,2,blue,26,1,hit,447.51222928365,offset_to_bckgrd
1,194,5,4,target,2,blue,26,2,hit,623.171583811442,offset_to_bckgrd
1,201,5,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,201,5,1,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,204,5,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,204,5,5,target,1,green,29,2,hit,420.977385838826,offset_to_bckgrd
1,205,5,1,distractor,2,blue,26,1,FA_proper,475.535329182943,offset_to_bckgrd
1,206,5,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,207,5,1,target,1,green,29,1,hit,492.193524042765,offset_to_bckgrd
1,209,5,1,target,1,green,29,1,hit,482.916514078776,offset_to_bckgrd
1,209,5,1,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,211,5,1,distractor,2,blue,26,1,FA_proper,814.555025100708,offset_to_bckgrd
1,212,5,5,target,1,green,29,1,hit,548.888651529948,offset_to_bckgrd
1,216,5,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,220,5,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,220,5,3,distractor,2,blue,26,2,FA_proper,393.298006057739,offset_to_bckgrd
1,221,5,6,target,2,blue,26,1,hit,505.131149291992,offset_to_bckgrd
1,222,5,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,222,5,1,target,1,green,29,2,hit,507.514270146688,offset_to_bckgrd
1,223,5,3,target,1,green,29,1,hit,483.822329839071,offset_to_bckgrd
1,226,6,3,target,1,green,29,1,hit,466.556247075399,offset_to_bckgrd
1,230,6,2,target,2,blue,26,1,hit,479.257011413574,offset_to_bckgrd
1,230,6,2,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,231,6,4,target,2,blue,26,1,hit,616.326856613159,offset_to_bckgrd
1,233,6,4,distractor,1,green,29,1,FA_proper,469.28350130717,offset_to_bckgrd
1,234,6,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,236,6,2,target,2,blue,26,1,hit,491.833527882894,offset_to_bckgrd
1,236,6,2,distractor,1,green,29,2,FA_proper,474.30788675944,offset_to_bckgrd
1,237,6,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,237,6,1,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,239,6,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,240,6,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,247,6,2,target,2,blue,26,1,hit,507.040929794311,offset_to_bckgrd
1,247,6,2,target,2,blue,26,2,hit,608.038489023844,offset_to_bckgrd
1,251,6,2,target,2,blue,26,1,hit,394.28874651591,offset_to_bckgrd
1,251,6,2,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,253,6,5,target,1,green,29,1,hit,544.126033782959,offset_to_bckgrd
1,254,6,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,254,6,2,target,2,blue,26,2,hit,554.417260487875,offset_to_bckgrd
1,256,6,6,target,2,blue,26,1,hit,464.55028851827,offset_to_bckgrd
1,256,6,6,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,262,6,5,target,1,green,29,1,hit,566.168880462646,offset_to_bckgrd
1,262,6,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,263,6,2,target,2,blue,26,1,hit,905.331627527873,offset_to_bckgrd
1,264,6,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,265,6,2,target,2,blue,26,1,hit,568.336470921834,offset_to_bckgrd
1,269,6,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,270,6,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,272,7,6,target,2,blue,26,1,hit,524.039761225382,offset_to_bckgrd
1,273,7,3,target,1,green,29,1,hit,457.216517130534,offset_to_bckgrd
1,276,7,4,target,2,blue,26,1,hit,469.193887710571,offset_to_bckgrd
1,276,7,4,target,2,blue,26,2,hit,527.872578303019,offset_to_bckgrd
1,280,7,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,280,7,3,distractor,2,blue,26,2,FA_proper,610.822693506876,offset_to_bckgrd
1,281,7,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,281,7,4,target,2,blue,26,2,hit,520.340744654337,offset_to_bckgrd
1,285,7,3,target,1,green,29,1,hit,456.187470753988,offset_to_bckgrd
1,286,7,4,target,2,blue,26,1,hit,609.172836939494,offset_to_bckgrd
1,286,7,4,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,290,7,6,target,2,blue,26,1,hit,477.958647410075,offset_to_bckgrd
1,290,7,6,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,297,7,2,target,2,blue,26,1,hit,632.892449696858,offset_to_bckgrd
1,298,7,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,298,7,5,target,1,green,29,2,hit,471.494785944621,offset_to_bckgrd
1,299,7,6,target,2,blue,26,1,hit,524.194224675497,offset_to_bckgrd
1,299,7,6,target,2,blue,26,2,hit,503.190263112386,offset_to_bckgrd
1,300,7,5,target,1,green,29,1,hit,626.655181248982,offset_to_bckgrd
1,303,7,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,305,7,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,307,7,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,308,7,1,target,1,green,29,1,hit,446.968841552734,offset_to_bckgrd
1,308,7,1,target,1,green,29,2,hit,427.725474039714,offset_to_bckgrd
1,309,7,6,target,2,blue,26,1,hit,456.252050399781,offset_to_bckgrd
1,309,7,6,target,2,blue,26,2,hit,523.63231976827,offset_to_bckgrd
1,310,7,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,310,7,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,312,7,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,312,7,2,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,313,7,5,target,1,green,29,1,hit,480.129830042521,offset_to_bckgrd
1,318,8,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,319,8,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,319,8,6,target,2,blue,26,2,hit,537.354310353597,offset_to_bckgrd
1,327,8,4,target,2,blue,26,1,hit,475.525458653768,offset_to_bckgrd
1,329,8,2,distractor,1,green,29,1,FA_proper,469.765265782674,offset_to_bckgrd
1,329,8,2,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,330,8,5,target,1,green,29,1,hit,493.68896484375,offset_to_bckgrd
1,330,8,5,target,1,green,29,2,hit,530.779472986857,offset_to_bckgrd
1,331,8,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,338,8,3,target,1,green,29,1,hit,561.746517817179,offset_to_bckgrd
1,341,8,4,target,2,blue,26,1,hit,497.095918655396,offset_to_bckgrd
1,341,8,4,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,344,8,5,target,1,green,29,1,hit,545.778306325276,offset_to_bckgrd
1,345,8,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,350,8,1,target,1,green,29,1,hit,554.508876800537,offset_to_bckgrd
1,350,8,1,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,352,8,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,355,8,1,target,1,green,29,1,hit,419.302225112915,offset_to_bckgrd
1,355,8,1,target,1,green,29,2,hit,548.015483220418,offset_to_bckgrd
1,356,8,5,target,1,green,29,1,hit,504.153649012248,offset_to_bckgrd
1,358,8,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,366,9,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,366,9,1,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,368,9,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,369,9,6,target,2,blue,26,1,hit,686.885754267375,offset_to_bckgrd
1,369,9,6,target,2,blue,26,2,miss,NaN,offset_to_bckgrd
1,371,9,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,373,9,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,375,9,3,target,1,green,29,1,hit,485.286315282186,offset_to_bckgrd
1,382,9,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,382,9,2,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,384,9,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,384,9,5,target,1,green,29,2,hit,460.51238377889,offset_to_bckgrd
1,386,9,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,386,9,4,target,2,blue,26,2,hit,545.626751581828,offset_to_bckgrd
1,390,9,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,390,9,2,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,399,9,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,401,9,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,403,9,3,target,1,green,29,1,hit,479.921785990397,offset_to_bckgrd
1,403,9,3,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,404,9,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,405,9,1,target,1,green,29,1,hit,625.152651468913,offset_to_bckgrd
1,405,9,1,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,406,10,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,406,10,1,target,1,green,29,2,hit,445.326312383016,offset_to_bckgrd
1,414,10,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,416,10,2,distractor,1,green,29,1,FA_proper,596.335077285767,offset_to_bckgrd
1,416,10,2,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,420,10,6,target,2,blue,26,1,hit,583.920272191365,offset_to_bckgrd
1,420,10,6,distractor,1,green,29,2,FA_proper,719.238726298015,offset_to_bckgrd
1,422,10,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,423,10,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,423,10,2,target,2,blue,26,2,hit,614.529720942179,offset_to_bckgrd
1,424,10,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,430,10,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,430,10,4,distractor,1,green,29,2,FA_proper,448.857657114665,offset_to_bckgrd
1,445,10,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,445,10,6,target,2,blue,26,2,hit,394.763437906901,offset_to_bckgrd
1,448,10,4,target,2,blue,26,1,hit,599.086459477743,offset_to_bckgrd
1,449,10,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,451,11,1,target,1,green,29,1,hit,603.481324513753,offset_to_bckgrd
1,461,11,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,461,11,4,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,462,11,5,target,1,green,29,1,hit,493.473831812541,offset_to_bckgrd
1,462,11,5,target,1,green,29,2,hit,498.7961769104,offset_to_bckgrd
1,463,11,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,463,11,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,464,11,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,467,11,3,target,1,green,29,1,hit,762.036530176799,offset_to_bckgrd
1,471,11,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,476,11,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,476,11,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,477,11,2,target,2,blue,26,1,hit,542.291148503622,offset_to_bckgrd
1,477,11,2,target,2,blue,26,2,hit,446.972846984863,offset_to_bckgrd
1,481,11,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,481,11,1,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,482,11,6,target,2,blue,26,1,hit,704.942719141642,offset_to_bckgrd
1,482,11,6,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,483,11,4,target,2,blue,26,1,hit,435.757478078207,offset_to_bckgrd
1,483,11,4,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,484,11,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,484,11,2,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,488,11,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,488,11,2,target,2,blue,26,2,hit,461.093044281006,offset_to_bckgrd
1,491,11,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,491,11,1,target,1,green,29,2,hit,447.567351659139,offset_to_bckgrd
1,493,11,5,target,1,green,29,1,hit,597.392988204956,offset_to_bckgrd
1,495,11,4,target,2,blue,26,1,hit,470.188093185425,offset_to_bckgrd
1,497,12,4,target,2,blue,26,1,hit,437.722794214885,offset_to_bckgrd
1,500,12,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,501,12,1,target,1,green,29,1,hit,466.423527399699,offset_to_bckgrd
1,507,12,1,target,1,green,29,1,hit,553.102382024129,offset_to_bckgrd
1,509,12,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,517,12,3,target,1,green,29,1,hit,542.077239354452,offset_to_bckgrd
1,517,12,3,target,1,green,29,2,hit,554.733800888062,offset_to_bckgrd
1,526,12,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,528,12,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,529,12,5,distractor,2,blue,26,1,FA_proper,576.021194458008,offset_to_bckgrd
1,530,12,4,target,2,blue,26,1,hit,511.868095397949,offset_to_bckgrd
1,530,12,4,target,2,blue,26,2,hit,475.078916549683,offset_to_bckgrd
1,536,12,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,536,12,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,538,12,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,538,12,1,distractor,2,blue,26,2,FA_proper,523.909091949463,offset_to_bckgrd
1,539,12,3,target,1,green,29,1,hit,576.109441121419,offset_to_bckgrd
1,541,13,6,target,2,blue,26,1,hit,563.246281941731,offset_to_bckgrd
1,546,13,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,546,13,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,548,13,4,target,2,blue,26,1,hit,665.617354710897,offset_to_bckgrd
1,552,13,2,target,2,blue,26,1,hit,513.012027740479,offset_to_bckgrd
1,552,13,2,target,2,blue,26,2,hit,468.05100440979,offset_to_bckgrd
1,553,13,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,554,13,2,target,2,blue,26,1,hit,479.833714167277,offset_to_bckgrd
1,555,13,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,555,13,6,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,556,13,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,556,13,6,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,558,13,6,target,2,blue,26,1,hit,659.435939788818,offset_to_bckgrd
1,559,13,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,559,13,2,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,567,13,6,target,2,blue,26,1,hit,603.428570429484,offset_to_bckgrd
1,567,13,6,target,2,blue,26,2,hit,569.462649027506,offset_to_bckgrd
1,568,13,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,570,13,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,572,13,6,target,2,blue,26,1,hit,714.567677179972,offset_to_bckgrd
1,576,13,2,target,2,blue,26,1,miss,NaN,offset_to_bckgrd
1,576,13,2,target,2,blue,26,2,hit,472.771390279134,offset_to_bckgrd
1,577,13,6,target,2,blue,26,1,miss,NaN,offset_to_bckgrd
1,577,13,6,distractor,1,green,29,2,FA_proper,478.074661890666,offset_to_bckgrd
1,585,13,1,target,1,green,29,1,hit,514.248085021973,offset_to_bckgrd
1,585,13,1,target,1,green,29,2,hit,422.343063354492,offset_to_bckgrd
1,587,14,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,590,14,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,590,14,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,593,14,2,target,2,blue,26,1,hit,752.594232559204,offset_to_bckgrd
1,595,14,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,595,14,3,target,1,green,29,2,hit,422.670888900757,offset_to_bckgrd
1,598,14,4,distractor,1,green,29,1,FA_proper,602.790339787801,offset_to_bckgrd
1,601,14,3,target,1,green,29,1,hit,614.142862955729,offset_to_bckgrd
1,607,14,1,target,1,green,29,1,hit,459.051942825317,offset_to_bckgrd
1,607,14,1,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,608,14,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,608,14,2,target,2,blue,26,2,hit,478.393761316936,offset_to_bckgrd
1,612,14,6,target,2,blue,26,1,hit,582.268683115642,offset_to_bckgrd
1,612,14,6,target,2,blue,26,2,hit,467.021306355794,offset_to_bckgrd
1,620,14,6,target,2,blue,26,1,hit,570.936425526937,offset_to_bckgrd
1,621,14,5,target,1,green,29,1,hit,585.895824432373,offset_to_bckgrd
1,621,14,5,target,1,green,29,2,hit,417.609564463297,offset_to_bckgrd
1,623,14,2,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,626,14,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,626,14,5,target,1,green,29,2,hit,488.510815302531,offset_to_bckgrd
1,628,14,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,628,14,3,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,632,15,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,632,15,3,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,634,15,1,target,1,green,29,1,hit,500.207901000977,offset_to_bckgrd
1,634,15,1,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,643,15,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,648,15,1,target,1,green,29,1,hit,581.671682993571,offset_to_bckgrd
1,650,15,4,target,2,blue,26,1,hit,516.073671976726,offset_to_bckgrd
1,653,15,5,target,1,green,29,1,hit,583.899656931559,offset_to_bckgrd
1,656,15,5,target,1,green,29,1,hit,524.783802032471,offset_to_bckgrd
1,656,15,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,657,15,2,target,2,blue,26,1,hit,451.206652323405,offset_to_bckgrd
1,657,15,2,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,664,15,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,664,15,3,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,669,15,3,target,1,green,29,1,hit,535.761801401774,offset_to_bckgrd
1,669,15,3,distractor,2,blue,26,2,FA_proper,510.506518681844,offset_to_bckgrd
1,671,15,4,target,2,blue,26,1,hit,513.504155476888,offset_to_bckgrd
1,671,15,4,target,2,blue,26,2,hit,471.696170171102,offset_to_bckgrd
1,673,15,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,675,15,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,676,16,5,target,1,green,29,1,hit,627.270126342773,offset_to_bckgrd
1,676,16,5,target,1,green,29,2,hit,440.928856531779,offset_to_bckgrd
1,681,16,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,681,16,6,target,2,blue,26,2,hit,528.667704264323,offset_to_bckgrd
1,686,16,3,target,1,green,29,1,miss,NaN,offset_to_bckgrd
1,686,16,3,target,1,green,29,2,hit,640.139007568359,offset_to_bckgrd
1,693,16,6,target,2,blue,26,1,hit,543.529987335205,offset_to_bckgrd
1,694,16,4,target,2,blue,26,1,hit,445.703125,offset_to_bckgrd
1,698,16,3,target,1,green,29,1,hit,454.068215688069,offset_to_bckgrd
1,698,16,3,target,1,green,29,2,hit,522.438176472982,offset_to_bckgrd
1,702,16,3,target,1,green,29,1,hit,688.015079498291,offset_to_bckgrd
