amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subtraction_induced;subtraction_evoked;subjects;condition;time;RDK_id;RDK_position1;RDK_position2;RDK_freq;RDK_color;RDK_colorlum;RDK_ispresented;RDK_isattended;RDK_isattended2;RDK_electrodes
3.05541823460506;1.20880162257415;6.85861901906117;71.1913110120607;0.196109118828407;0.502690070867538;28;2;[0.5 1.5] ;RDK2;center;center;26;blue;isolum__to_bckgrd;presented;attended;attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
3.1816079889025;0.478615763783455;-9.80469503529149;79.5024843605964;-0.345857204709734;0.211981145611831;28;2;[0.5 1.5] ;RDK3;right;peri;20;green;isolum__to_bckgrd;presented;not attended;not attended + attended;{'P7','P9','PO7','PO4','POz','Oz','O2'}
4.1195980821337;2.21360356467111;-6.31678874317618;37.7083454051025;-0.277772617340088;0.606145746367318;28;2;[0.5 1.5] ;RDK4;right;peri;17;blue;isolum__to_bckgrd;presented;attended;attended + not attended;{'P7','P9','PO7','PO4','POz','Oz','O2'}
4.56251728194101;0.635213066637516;-19.6346873366235;-18.2420895455358;-1.11470480646406;-0.141730794949191;28;2;[0.5 1.5] ;RDK5;right;peri;14;redish;isolum__to_bckgrd;not presented;irrelevant;irrelevant;{'P7','P9','PO7','PO4','POz','Oz','O2'}
3.39128067676838;1.54880849123001;3.62391463989284;54.4845287819797;0.118599183742817;0.546243054133195;28;3;[0.5 1.5] ;RDK1;center;center;23;green;isolum__to_bckgrd;presented;attended;attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
2.70619823199052;0.548436606388826;-6.08126515735129;-30.4898871705665;-0.175227115704463;-0.240566006417458;28;3;[0.5 1.5] ;RDK2;center;center;26;blue;isolum__to_bckgrd;presented;not attended;not attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
3.26400714601789;0.475536677667073;-5.87116482158043;-8.42150925441688;-0.203588240487235;-0.0437300997120993;28;3;[0.5 1.5] ;RDK3;right;peri;20;green;isolum__to_bckgrd;presented;attended;attended + irrelevant;{'P7','P9','PO7','PO4','POz','Oz','O2'}
3.61305708203997;0.548000366772924;-8.82968559748089;25.1504765766213;-0.349918263299124;0.110127190606935;28;3;[0.5 1.5] ;RDK4;right;peri;17;blue;isolum__to_bckgrd;not presented;not attended;not attended;{'P7','P9','PO7','PO4','POz','Oz','O2'}
6.03600812639509;4.56093430519104;-9.81167927675862;23.8488713279833;-0.656663472311838;0.878273126057216;28;3;[0.5 1.5] ;RDK5;right;peri;14;redish;isolum__to_bckgrd;presented;irrelevant;irrelevant + attended;{'P7','P9','PO7','PO4','POz','Oz','O2'}
3.07701050318204;0.645566984609916;-3.28723274810954;-16.6559826157573;-0.104586498553936;-0.129014088958502;28;4;[0.5 1.5] ;RDK1;center;center;23;green;isolum__to_bckgrd;presented;not attended;not attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
2.8836648610922;0.972928137504137;-2.24488543860194;6.95028645073816;-0.066221570968628;0.0632268456312326;28;4;[0.5 1.5] ;RDK2;center;center;26;blue;isolum__to_bckgrd;presented;attended;attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
3.11658240727016;0.335499191230961;-11.1116108112114;-29.2364350016105;-0.389592511313302;-0.138613710286362;28;4;[0.5 1.5] ;RDK3;right;peri;20;green;isolum__to_bckgrd;not presented;not attended;not attended;{'P7','P9','PO7','PO4','POz','Oz','O2'}
