amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subtraction_induced;subtraction_evoked;subjects;condition;time;RDK_id;RDK_position1;RDK_position2;RDK_freq;RDK_color;RDK_colorlum;RDK_ispresented;RDK_isattended;RDK_isattended2;RDK_electrodes
2.17404112134661;0.31254064653601;8.4951418417021;40.7825067056977;0.170226863452366;0.0776364096573421;8;2;[0.5 1.5] ;RDK5;left;peri;23;green;offset_to_bckgrd;not presented;irrelevant;irrelevant;{'P8','P10','PO8','PO3','POz','Oz','O1'}
1.80108431852781;0.409687825005788;-6.41473035616789;4.12161452239143;-0.123453939878024;0.0197932266272031;8;3;[0.5 1.5] ;RDK1;center;center;26;redish;offset_to_bckgrd;presented;attended;attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
1.77159397235283;0.539591172394844;2.3410238290841;57.4815949324113;0.0405247431534987;0.198178240141043;8;3;[0.5 1.5] ;RDK2;center;center;29;blue;offset_to_bckgrd;presented;not attended;not attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
2.27772238935743;0.370948904326984;-7.1010762817501;-10.8673944234965;-0.174106219836644;-0.0810016754482474;8;3;[0.5 1.5] ;RDK3;left;peri;17;redish;offset_to_bckgrd;presented;attended;attended + irrelevant;{'P8','P10','PO8','PO3','POz','Oz','O1'}
2.14175846236093;0.1693163034107;-0.573677255174398;-25.382336890625;-0.0123576743262155;-0.0816831649414131;8;3;[0.5 1.5] ;RDK4;left;peri;20;blue;offset_to_bckgrd;not presented;not attended;not attended;{'P8','P10','PO8','PO3','POz','Oz','O1'}
1.98383021354675;0.250070605214153;-3.766530857637;37.7077639122994;-0.077646143095834;0.0576723346220596;8;3;[0.5 1.5] ;RDK5;left;peri;23;green;offset_to_bckgrd;presented;irrelevant;irrelevant + attended;{'P8','P10','PO8','PO3','POz','Oz','O1'}
1.99180856484633;0.396756177051709;4.30806838043254;63.2760674449444;0.0822644655521099;0.155171975579399;8;4;[0.5 1.5] ;RDK1;center;center;26;redish;offset_to_bckgrd;presented;not attended;not attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
1.85690252597515;0.404153703382382;3.24481806180204;-4.70900150403959;0.0583594505603495;-0.0174726232886314;8;4;[0.5 1.5] ;RDK2;center;center;29;blue;offset_to_bckgrd;presented;attended;attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
2.3048951455525;0.254166192135641;-8.10985102893043;-12.2829729769578;-0.203420676503863;-0.0609351198588098;8;4;[0.5 1.5] ;RDK3;left;peri;17;redish;offset_to_bckgrd;not presented;not attended;not attended;{'P8','P10','PO8','PO3','POz','Oz','O1'}
2.27055094242096;0.36714567036501;0.0301571486226893;-1.96386713590472;0.00068452698843835;-0.0368647055966513;8;4;[0.5 1.5] ;RDK4;left;peri;20;blue;offset_to_bckgrd;presented;attended;attended + irrelevant;{'P8','P10','PO8','PO3','POz','Oz','O1'}
2.09122291973659;0.146963552864535;-9.51831455993659;-51.1759261892171;-0.219988359723772;-0.210683311362352;8;4;[0.5 1.5] ;RDK5;left;peri;23;green;offset_to_bckgrd;presented;irrelevant;irrelevant + attended;{'P8','P10','PO8','PO3','POz','Oz','O1'}
1.9633746605653;0.458686046187694;-0.282688737917369;57.5101608584785;-0.00556597342857956;0.169230492413044;8;5;[0.5 1.5] ;RDK1;center;center;26;redish;offset_to_bckgrd;presented;attended;attended;{'P5','PO3','PO7','O1','I1','POz','Oz','Iz','P6','PO4','PO8','O2','I2'}
