amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subjects;condition;time;RDK_id;RDK_position1;RDK_position2;RDK_freq;RDK_color;RDK_ispresented;RDK_isattended;RDK_isattended2;RDK_electrodes
3.02831833839417;1.17868761658669;0;0;23;5;[-1 0] ;RDK2;center;center;23;blue;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
2.77908214655789;0.363458960537206;0;0;23;5;[-1 0] ;RDK3;right;peri;14;redish;not presented;attended;attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
2.80272034731778;1.23827857646075;0;0;23;5;[-1 0] ;RDK4;right;peri;17;blue;presented;not attended;not attended + irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
2.43026806657965;0.322658310356465;0;0;23;5;[-1 0] ;RDK5;right;peri;20;green;presented;irrelevant;irrelevant + not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
2.89649147510529;0.843211383223534;0;0;23;6;[-1 0] ;RDK1;center;center;26;redish;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
3.12777064323425;1.12197368502617;0;0;23;6;[-1 0] ;RDK2;center;center;23;blue;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
3.11069122661244;1.23032427274368;0;0;23;6;[-1 0] ;RDK3;right;peri;14;redish;presented;not attended;not attended + irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
2.37820431102406;0.262253589454022;0;0;23;6;[-1 0] ;RDK4;right;peri;17;blue;not presented;attended;attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
2.52166588739915;0.46928364851258;0;0;23;6;[-1 0] ;RDK5;right;peri;20;green;presented;irrelevant;irrelevant + not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
2.89424652099609;1.14861142158508;-2.50587615066376;16.197073680839;23;1;[0.5 1.5] ;RDK1;center;center;26;redish;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
