amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subjects;condition;time;RDK_id;RDK_position1;RDK_position2;RDK_freq;RDK_color;RDK_ispresented;RDK_isattended;RDK_isattended2;RDK_electrodes
3.54881500330838;0.937987857244232;-1.4140131705199;24.4190830529445;1;6;[1 2] ;RDK3;right;peri;20;green;presented;not attended;not attended + irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
3.86120111292059;0.643768194317818;-4.55636091300506;17.5805067129795;1;6;[1 2] ;RDK4;right;peri;17;blue;not presented;attended;attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
3.04114925644614;0.422972711548209;-5.38941417648637;38.7744880621217;1;6;[1 2] ;RDK5;right;peri;23;redish;presented;irrelevant;irrelevant + not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.06724604606628;1.74145538806915;0;0;2;1;[-1 0] ;RDK1;center;center;26;green;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
6.58912707328796;1.3277081155777;0;0;2;1;[-1 0] ;RDK2;center;center;29;blue;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
5.81923864971508;0.735211986506527;0;0;2;1;[-1 0] ;RDK3;right;peri;20;green;presented;attended;attended + not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
5.82004439614036;0.982354393330487;0;0;2;1;[-1 0] ;RDK4;right;peri;17;blue;presented;not attended;not attended + attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.80759514895352;1.57727555239742;0;0;2;1;[-1 0] ;RDK5;right;peri;23;redish;not presented;irrelevant;irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
7.55536513328552;1.63575823783875;0;0;2;2;[-1 0] ;RDK1;center;center;26;green;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
6.53917290687561;0.855728945732117;0;0;2;2;[-1 0] ;RDK2;center;center;29;blue;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
6.01951717896895;0.698361827297644;0;0;2;2;[-1 0] ;RDK3;right;peri;20;green;presented;not attended;not attended + attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.10772311470725;0.979732496088201;0;0;2;2;[-1 0] ;RDK4;right;peri;17;blue;presented;attended;attended + not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.24074656746604;0.679128102687272;0;0;2;2;[-1 0] ;RDK5;right;peri;23;redish;not presented;irrelevant;irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.96261596679688;1.86421164989471;0;0;2;3;[-1 0] ;RDK1;center;center;26;green;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
6.15437591552734;1.52335660934448;0;0;2;3;[-1 0] ;RDK2;center;center;29;blue;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
6.2214156887748;0.871312034807422;0;0;2;3;[-1 0] ;RDK3;right;peri;20;green;presented;attended;attended + irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
5.56037256067449;0.802439872378653;0;0;2;3;[-1 0] ;RDK4;right;peri;17;blue;not presented;not attended;not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
5.68362922234969;1.04835151000456;0;0;2;3;[-1 0] ;RDK5;right;peri;23;redish;presented;irrelevant;irrelevant + attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.49120686531067;2.08642286300659;0;0;2;4;[-1 0] ;RDK1;center;center;26;green;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
6.54915210723877;1.66540913105011;0;0;2;4;[-1 0] ;RDK2;center;center;29;blue;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
5.71256561712785;0.756199733235619;0;0;2;4;[-1 0] ;RDK3;right;peri;20;green;not presented;not attended;not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
5.88983327692205;1.27338351607323;0;0;2;4;[-1 0] ;RDK4;right;peri;17;blue;presented;attended;attended + irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.60852086760781;0.83298477015712;0;0;2;4;[-1 0] ;RDK5;right;peri;23;redish;presented;irrelevant;irrelevant + attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
7.16670221328735;0.923721726611257;0;0;2;5;[-1 0] ;RDK1;center;center;26;green;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
6.73096604347229;1.05648042917252;0;0;2;5;[-1 0] ;RDK2;center;center;29;blue;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
5.98694513494318;1.34997378316793;0;0;2;5;[-1 0] ;RDK3;right;peri;20;green;not presented;attended;attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.01039364554665;0.73655145954002;0;0;2;5;[-1 0] ;RDK4;right;peri;17;blue;presented;not attended;not attended + irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.09711777513677;1.43423636934974;0;0;2;5;[-1 0] ;RDK5;right;peri;23;redish;presented;irrelevant;irrelevant + not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.12006604194641;2.05924314498901;0;0;2;6;[-1 0] ;RDK1;center;center;26;green;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
5.98169828414917;1.23331355214119;0;0;2;6;[-1 0] ;RDK2;center;center;29;blue;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
5.70890327800404;0.668655302307822;0;0;2;6;[-1 0] ;RDK3;right;peri;20;green;presented;not attended;not attended + irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
5.89328395670111;0.57845833694393;0;0;2;6;[-1 0] ;RDK4;right;peri;17;blue;not presented;attended;attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
5.8297175320712;1.21183785525235;0;0;2;6;[-1 0] ;RDK5;right;peri;23;redish;presented;irrelevant;irrelevant + not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.84232257843018;1.95491869926453;12.7747667801673;12.2577536385846;2;1;[0.5 1.5] ;RDK1;center;center;26;green;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
6.23058959007263;1.86882548213005;-5.44135026123305;40.7557474571064;2;1;[0.5 1.5] ;RDK2;center;center;29;blue;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
5.95816359953447;1.00154578360644;2.38733893180672;36.2254427278099;2;1;[0.5 1.5] ;RDK3;right;peri;20;green;presented;attended;attended + not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
5.23425057151101;0.920239751989191;-10.0651092115006;-6.32303797519631;2;1;[0.5 1.5] ;RDK4;right;peri;17;blue;presented;not attended;not attended + attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.09778243411671;0.733793010901321;-10.4267762595419;-53.4771835025293;2;1;[0.5 1.5] ;RDK5;right;peri;23;redish;not presented;irrelevant;irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
8.02083765029907;3.11458801269531;6.16082093720247;90.4063779504775;2;2;[0.5 1.5] ;RDK1;center;center;26;green;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
6.90250594139099;1.4793857550621;5.55625366830956;72.880181562214;2;2;[0.5 1.5] ;RDK2;center;center;29;blue;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
6.16361142505299;0.987815867228941;2.39378411590017;41.4475746836505;2;2;[0.5 1.5] ;RDK3;right;peri;20;green;presented;not attended;not attended + attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
5.55560665564104;1.07852730967782;-9.0396445401517;10.083855948851;2;2;[0.5 1.5] ;RDK4;right;peri;17;blue;presented;attended;attended + not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.29561171965166;1.07332079844041;0.879144050995984;58.0439381308684;2;2;[0.5 1.5] ;RDK5;right;peri;23;redish;not presented;irrelevant;irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.37379741668701;1.68321483373642;-8.45685806768325;-9.70902720023861;2;3;[0.5 1.5] ;RDK1;center;center;26;green;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
6.43968434333801;1.4771228313446;4.63586286776605;-3.03499375761875;2;3;[0.5 1.5] ;RDK2;center;center;29;blue;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
5.84846149791371;1.13302543488416;-5.99468367841118;30.0367020793624;2;3;[0.5 1.5] ;RDK3;right;peri;20;green;presented;attended;attended + irrelevant;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
5.34268939278343;0.481549138914455;-3.91490256301571;-39.9893804520193;2;3;[0.5 1.5] ;RDK4;right;peri;17;blue;not presented;not attended;not attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
5.85652607137507;0.889030279896476;3.04201492147831;-15.1973101185684;2;3;[0.5 1.5] ;RDK5;right;peri;23;redish;presented;irrelevant;irrelevant + attended;{'P5','P7','P9','PO3','PO7','O1','I1','POz','Oz','Iz','O2'}
6.76327924728394;2.15735846757889;4.19139903593635;3.39986710412461;2;4;[0.5 1.5] ;RDK1;center;center;26;green;presented;not attended;not attended;{'POz','O1','Oz','I2','Iz'}
6.68308529853821;2.11323917150497;2.04504627631723;26.8900915760255;2;4;[0.5 1.5] ;RDK2;center;center;29;blue;presented;attended;attended;{'POz','O1','Oz','I2','Iz'}
